SKU,Location, QTY , Line ,Weight,depth,height,Vol
2333427-2,B1-0-48-1,875,1,14,23,2,630
2290160-1,A2-4-12-1,875,3,21,28,1,596
2822015-1,A2-4-31-2,874,2,22,28,1,602
1-1473369-4,C1-2-30-1,874,4,22,28,1,602
1-1903607-5,I2-1-13-2,874,2,22,28,1,602
1473797-1,A1-1-38-2,874,3,21,27,0,57
8-1123320-1,A1-3-13-1,874,2,13,20,1,254
1903703-8,A1-1-23-1,874,1,8,12,3,290
2293732-2,L2-1-15-2,874,1,8,12,3,290
2260805-2,A1-0-25-1,874,2,21,28,0,224
1-1903170-0,A1-2-10-2,874,2,21,28,0,224
1903170-7,A1-2-37-2,874,7,20,27,0,54
1318765-9,A1-5-13-1,874,1,20,27,0,54
DT06-4S-CE05,B1-0-18-1,874,1,20,27,0,54
W3S-P012,E2-2-55-1,874,1,20,28,0,226
DTP04-4P-C015,H2-1-15-1,874,1,20,28,0,226
DT04-12PC-CE07,B1-3-20-2,874,2,21,28,0,173
1062-20-0222,D2-2-15-2,874,1,21,28,0,173
1060-16-0122,B1-0-1-2,874,3,21,28,0,229
DTHD04-1-8P-E003,C2-2-55-1,873,1,21,28,0,229
946709-000,D2-0-31-2,873,1,21,28,0,229
184022-1,C1-4-39-1,873,2,21,28,0,229
2069414-5,C1-1-50-2,873,2,20,27,0,54
1903117-2,D1-3-8-1,873,1,20,27,0,54
178498-1,D1-2-55-2,873,2,20,27,0,54
2040114-1,B2-5-25-2,873,4,20,27,0,54
2349124-1,A2-5-5-1,873,1,22,28,0,267
1-1703639-1,B2-1-32-2,873,3,22,28,0,267
1554472-3,B1-3-43-1,873,2,20,27,0,54
1-1747276-3,B1-3-6-1,873,1,20,27,0,54
6-5316316-0,N2-5-1-1,873,1,20,27,0,54
1674904-4,B1-4-47-2,873,1,20,27,0,54
1-1318118-6,B2-3-26-2,873,1,18,24,3,"1,437"
176271-1,K1-1-17-2,873,1,22,28,1,361
1903883-2,B1-5-18-1,873,10,22,28,1,361
1734753-2,F1-4-25-2,873,1,15,23,4,"1,272"
8-1447231-2,O1-3-11-1,873,1,18,24,1,389
1-2229794-1,D2-3-3-1,873,1,18,24,0,173
174984-2,K1-0-21-2,873,1,18,24,1,216
1-178128-3,B2-0-14-2,873,1,22,28,1,426
172037-1,J2-2-53-2,873,1,18,24,1,216
1-2311788-1,B1-2-36-2,873,5,18,24,1,432
1-2232572-2,I2-2-20-2,873,5,18,24,1,475
177899-1,B1-3-10-1,873,3,18,24,0,130
1746979-1,A2-3-59-2,873,2,18,24,1,310
5-1747072-5,N1-4-19-1,873,5,18,24,0,43
1565090-1,J1-3-15-1,872,6,18,25,1,639
170032-2,B1-4-56-2,872,4,18,24,0,43
2328919-3,A2-4-60-2,872,3,18,24,0,43
2303296-1,D1-4-4-1,872,3,18,24,0,43
178303-2,D1-2-51-1,872,1,19,24,1,224
282191-1,G1-2-8-2,872,1,19,24,1,224
CS1969-000,A2-4-16-1,872,1,19,24,1,224
DT04-2P-E005,B1-2-52-1,872,1,19,24,1,224
DT04-2P-CE03,B1-3-29-1,872,1,19,24,1,224
DT04-2P-CE03,B1-3-29-1,872,1,18,24,1,346
W3S-1939-P012,D1-0-60-1,872,1,18,24,1,346
863024-1,P2-5-1-1,872,1,18,24,1,346
EF6039-000,B2-1-54-2,872,1,19,24,1,314
66255-6,N2-5-15-2,872,1,19,24,1,314
117451-000,B2-4-60-1,872,1,18,24,1,216
755481-1,O1-1-30-1,872,2,18,24,1,216
2-1213077-3,P2-5-1-2,872,1,18,24,1,216
ZPF000000000008236,H2-5-17-2,872,1,18,24,1,346
2-2432454-2,P2-5-2-1,872,1,18,24,1,259
EKB201N00310500000,O2-5-3-1,872,1,18,24,1,346
915375-1,O1-5-22-2,872,1,19,25,1,228
5-1971906-3,C1-2-13-2,872,1,18,24,2,648
2174298-1,L1-1-34-2,872,1,18,24,1,346
175024-1,F1-4-54-2,872,1,18,24,1,346
3-912161-5,I1-0-30-2,872,1,18,24,1,346
5555153-1,C2-2-17-1,871,1,18,24,1,346
170359-1,B1-4-48-1,871,1,18,24,1,346
177914-1,K1-2-14-2,871,2,18,24,1,346
1939938-1,B2-1-20-1,871,1,20,25,1,619
T2030002008-000,P2-5-2-2,871,2,20,27,0,54
K1149711,P2-5-3-1,871,1,20,27,0,54
1123343-2,D2-2-22-2,871,16,20,27,0,54
1-1981981-4,A1-5-33-1,871,1,20,27,0,54
1318383-1,A1-2-60-2,871,9,20,27,0,54
1717112-1,B1-0-22-1,871,1,20,27,0,54
1903170-2,A1-1-6-1,871,1,15,23,3,"1,067"
1939214-1,A1-1-53-2,871,1,15,23,3,"1,067"
1939922-1,K2-0-1-2,871,1,15,23,3,"1,067"
2-1939924-0,A1-3-38-1,871,1,15,23,3,"1,067"
2-1939925-5,A2-1-2-1,871,5,15,23,3,"1,067"
2229989-1,A1-0-58-2,871,2,15,23,3,"1,067"
2260909-1,A1-1-24-2,870,1,20,27,0,54
2364597-1,A1-0-32-2,870,1,20,27,0,54
3-1939924-0,M2-0-54-1,870,1,20,27,0,54
3-912012-7,P2-5-3-2,870,1,20,27,0,54
6-1123320-7,A1-4-48-2,870,4,21,27,0,57
8-1123320-3,A1-0-51-1,870,4,21,27,0,57
828920-1,D1-0-12-1,870,1,21,27,0,57
1473143-2,B1-0-14-1,870,1,21,27,0,57
2321996-1,B2-0-30-2,870,2,22,28,1,475
2149126-3,P2-5-4-1,870,1,22,28,1,475
1939926-9,K2-0-3-2,870,1,21,27,0,57
1939921-6,A2-4-29-2,870,1,21,27,0,57
590760-000,N2-1-37-1,870,1,21,27,0,57
1674311-8,B1-0-21-2,870,8,21,27,0,57
964269-3,B1-2-22-1,870,1,21,27,0,57
1747418-2,B2-1-17-1,870,1,21,27,0,57
2312240-1,B1-4-17-2,870,5,22,28,1,650
2261071-1,A2-4-39-1,870,1,22,28,1,650
2343635-1,A2-3-60-1,870,1,22,28,1,650
1939440-7,B1-5-18-2,870,7,21,27,0,57
2229994-2,A2-3-48-1,869,1,21,27,0,57
2260316-8,L1-5-54-2,869,2,21,27,0,57
2345160-5,A2-4-7-2,869,3,21,27,0,57
1939349-1,B1-1-59-1,869,6,21,27,0,57
1827487-1,C2-4-29-2,869,1,22,28,1,710
2260699-1,B1-3-18-2,869,6,22,28,1,710
173630-1,A2-4-44-1,869,1,22,28,1,710
2040168-2,B2-3-7-2,869,2,21,28,1,351
1-1827855-3,B1-4-54-2,869,1,21,28,1,351
1-1903130-4,E2-5-53-1,869,1,19,24,3,"1,284"
2305217-1,D1-4-5-1,869,1,14,22,1,302
2305218-1,B2-0-3-2,869,1,14,21,3,735
5177578-1,N1-4-32-2,869,1,14,22,1,302
1473565-3,J1-1-51-2,869,2,14,22, -   , -   
3-2391885-4,M2-1-38-2,869,1,21,28,1,628
5100147-1,B1-4-44-2,869,5,21,28,1,622
172509-1,F1-4-16-2,869,1,21,28,1,622
172497-1,J2-4-1-2,868,4,21,28,1,622
1871186-3,B1-3-11-1,868,1,21,28,1,679
178289-6,B1-3-56-1,868,1,21,28,1,679
172863-2,C2-0-56-1,868,2,21,28,2,849
1746875-1,B1-5-15-2,868,1,21,28,2,"1,132"
1565428-7,B1-4-10-2,868,2,21,28,2,"1,132"
1-1318750-2,B1-1-19-1,868,2,21,28,2,"1,132"
2260813-2,A2-3-48-2,868,3,21,28,2,"1,132"
1939608-3,B1-2-12-2,868,1,21,28,1,679
2260792-1,A2-5-15-1,868,2,21,28,1,679
1717109-2,D2-4-28-2,868,8,21,28,1,679
2301724-5,A2-5-36-1,868,3,21,28,1,679
2040105-1,A2-5-26-1,868,4,21,28,1,679
1318382-8,C1-2-40-1,868,2,21,28,1,679
175042-1,B1-0-11-2,868,2,21,28,1,509
178419-2,A2-0-51-1,868,1,21,28,1,566
1981378-1,B2-4-28-1,868,1,21,28,1,339
2134020-2,K2-4-50-1,868,1,21,28,1,339
173855-1,J2-4-60-1,868,1,21,28,1,566
917987-1,O2-0-16-2,868,1,21,28,1,566
1-1903608-3,D2-2-54-2,868,8,21,28,1,509
2312240-2,G1-0-1-2,867,1,21,28,1,509
3-1123721-1,M1-5-2-1,867,5,21,28,1,622
2328261-2,A1-3-50-2,867,1,21,28,1,622
2822015-1,A2-4-31-2,867,2,21,28,2,"1,075"
2291354-2,A2-4-6-2,867,2,21,28,2,"1,075"
1-1747414-4,C1-2-32-1,867,1,21,28,2,"1,075"
178303-3,D1-2-51-2,867,1,21,28,2,"1,075"
2229076-9,A1-2-3-1,867,1,21,28,2,"1,075"
NB19392001,H2-3-30-2,867,1,22,28,1,298
1871863-2,B1-5-44-2,867,3,22,28,1,656
6-178004-6,G2-3-59-2,867,1,22,28,1,656
DT04-12PA-P016,O2-4-11-1,867,1,22,28,1,656
DT04-2P-CE03,B1-3-29-1,866,1,22,28,1,656
739065-000,C1-2-17-1,866,1,22,28,1,656
5650118-3,N2-0-54-2,866,1,22,28,1,417
2291172-1,B2-2-38-1,866,1,22,28,1,417
5-1473571-4,N1-3-36-2,866,1,22,28,1,417
2303295-1,L2-1-46-2,866,2,22,28,2,954
2-1437565-9,K2-5-40-2,866,1,22,28,2,954
796634-8,B2-4-2-2,866,1,22,28,1,656
1376515-1,B2-0-38-1,866,1,22,28,1,596
1-1903391-2,D1-1-34-2,866,2,21,28,3,"1,415"
2822802-1,B1-1-18-2,866,2,21,28,3,"1,415"
1971151-2,C2-1-16-2,866,1,21,28,3,"1,415"
292133-3,A2-5-8-1,866,1,21,28,3,"1,415"
1-178136-2,B2-0-48-1,866,1,21,28,3,"1,415"
1-206062-6,B1-5-12-1,866,1,21,28,3,"1,415"
172170-1,J2-3-24-2,866,1,21,28,3,"1,415"
1-1827864-0,B1-1-19-2,866,1,21,28,2,"1,132"
1-1971905-3,I2-1-27-1,866,5,21,28,2,"1,132"
170384-2,B1-3-23-1,866,5,21,28,2,"1,132"
51992-3,B1-5-21-2,866,1,21,28,2,"1,132"
2013798-1,B2-0-58-1,866,1,21,28,3,"1,415"
917722-1,O1-5-53-1,865,4,21,28,3,"1,415"
BSA108N00420236000,H1-4-58-2,865,1,21,28,3,"1,415"
DT06-6S-CE05,B2-2-20-2,865,3,21,28,3,"1,415"
DTM04-2P,C2-2-56-2,865,1,21,28,3,"1,415"
DRC22-50P04,B1-5-35-2,865,1,22,28,1,835
DT13-6P,B2-0-9-2,865,2,22,28,1,835
DT06-2S-CE06,B1-5-36-1,865,2,22,28,1,417
114019-ZZ,D2-2-26-2,865,1,22,28,1,417
2084533-1,A2-4-15-1,865,2,22,28,1,417
254324-E,M1-2-37-1,865,1,22,28,1,775
142573-000,C2-3-45-1,865,1,22,28,1,775
779777-000,C2-2-28-1,865,1,22,28,1,775
1-724942-6,P2-5-4-2,865,1,22,28,1,775
CX6566-000,E2-1-43-2,865,1,22,28,1,775
ZPF000000000008247,H2-5-18-1,865,1,22,28,1,775
8-1123320-0,A1-0-56-2,865,4,18,24, -   , -   
2260643-2,A2-1-5-1,865,1,18,24, -   , -   
1-2040404-4,I2-1-37-2,864,1,18,25,1,225
170304-1,J2-1-4-1,864,1,18,25,1,225
174929-1,K1-0-18-1,864,1,21,28,1,399
6-912078-9,I1-0-8-1,864,2,21,28,1,399
1-178128-4,B2-2-21-2,864,1,21,28,1,399
964274-3,B2-1-8-2,864,2,21,28,1,456
638078-1,N2-4-2-2,864,1,21,28,1,456
1241396-1,F1-0-27-1,864,2,21,28,1,456
1544964-1,F1-2-4-2,864,2,21,28,1,630
2237067-4,P2-5-5-1,864,1,21,28,1,630
2822389-1,A2-1-15-1,864,1,21,28,1,630
1318746-1,A1-0-60-1,864,32,21,28,1,512
1717398-3,A1-3-3-2,863,3,21,28,1,512
173683-5,A1-3-4-1,863,1,21,28,1,512
173683-6,J2-4-51-2,863,1,21,28,1,516
1746310-3,A1-5-39-2,863,1,21,28,1,516
1903170-3,A1-0-49-1,863,1,21,28,1,516
2229989-1,A1-0-58-2,863,1,21,28,1,453
2229990-1,A1-0-5-2,863,9,21,28,1,453
2260813-2,A2-3-48-2,863,1,21,28,1,455
2289504-2,A1-0-10-1,863,5,21,28,1,455
2289504-2,A1-0-10-1,863,1,21,28,1,625
2345161-1,A1-0-4-1,863,1,21,28,1,625
2368082-1,A1-0-33-1,863,1,19,25,1,272
2400492-1,I1-0-7-1,863,40,19,25,1,272
2822344-1,A2-3-58-1,863,1,18,24,1,222
5-1871098-7,N1-4-48-1,863,1,18,24,1,222
5-912159-2,I1-0-26-1,863,1,18,24,1,222
776267-1,C2-2-26-1,863,1,18,24,1,266
8-1123320-1,A1-3-13-1,863,4,18,24,1,266
8-912068-5,I1-0-31-1,863,3,18,24,1,266
912156-9,I1-0-33-2,863,2,19,24,1,351
1703768-4,J2-1-18-2,863,1,19,24,1,351
2-1355132-1,K2-5-6-1,863,1,18,24,1,355
6473427-1,B1-0-55-2,862,1,18,24,1,355
2315641-5,B2-3-15-1,862,1,18,24,1,355
178964-3,B1-3-24-2,862,2,22,28,1,302
1-2229803-1,B1-0-53-2,862,1,22,28,1,302
2822346-1,B1-2-30-1,862,3,22,28,1,603
174983-7,C2-1-1-2,862,3,22,28,1,603
1376106-1,B1-5-39-2,862,2,22,28,1,603
2454711-1,B1-0-1-1,862,1,22,28,1,596
1473799-1,B2-1-58-2,862,2,22,28,1,596
1827855-2,B1-1-50-1,862,10,22,28,1,596
2351405-1,A2-5-22-1,862,2,23,28,1,316
316300-4,C2-5-24-1,862,1,23,28,1,316
171631-2,J2-1-58-2,862,1,22,28,1,596
1674311-8,B1-0-21-2,862,1,22,28,1,596
1717399-1,A1-0-5-1,862,2,22,28,1,726
1903169-4,A1-3-57-1,862,1,22,28,1,596
1717399-1,A1-0-5-1,862,1,22,28,1,596
2293729-1,A2-4-7-1,862,2,22,28,1,596
2342995-1,A2-4-37-1,862,1,22,28,1,596
2289503-1,A2-3-51-1,862,1,22,28,1,596
2345160-5,A2-4-7-2,862,1,22,28,1,596
1827855-9,A2-5-35-2,862,8,22,28,1,298
173630-1,A2-4-44-1,862,1,22,28,1,298
1827855-9,A2-5-35-2,862,2,21,28, -   , -   
173645-1,B1-0-39-2,862,9,21,28,0,226
917241-8,B1-0-16-1,861,2,21,28,0,226
2174955-3,L1-1-47-2,861,1,21,28,0,226
2174649-1,L1-1-39-2,861,2,21,28,1,283
2103346-1,K2-3-59-2,861,1,21,28,1,283
2228080-2,L1-4-20-2,861,1,21,28,1,283
T3209111201-000,P1-2-6-2,861,1,21,28,1,283
2174308-1,L1-1-35-2,861,1,21,28,0,226
2328266-2,A1-0-41-1,861,1,21,28,0,226
2312238-1,B1-0-30-1,861,1,21,28,1,566
6376430-2,N2-3-60-1,861,1,21,28,1,566
1939932-3,K2-0-4-1,861,1,21,28,1,566
2330678-1,D1-4-8-2,861,1,21,28,1,566
2822354-2,M1-3-12-1,861,1,21,28,1,283
1123899-1,A2-3-52-1,861,1,21,28,1,283
1717112-1,B1-0-22-1,861,1,21,28,1,283
1746863-1,C2-4-14-2,861,1,21,28,1,283
1747375-2,J2-5-60-1,861,2,21,28,0,170
3-6437285-2,C1-3-28-2,861,2,21,28,0,170
1717106-1,B2-0-21-2,861,1,21,28,0,170
2040116-1,A2-5-25-2,861,11,21,28,0,170
1318384-2,B1-3-2-2,861,1,21,28,0,170
2069842-1,B1-1-13-1,861,1,21,28,0,170
1717106-3,B1-4-33-2,861,4,21,28,0,170
1612121-1,A2-4-31-1,861,1,21,28,0,170
2360058-2,A2-3-50-2,861,1,22,28,1,715
1717115-1,B1-1-4-1,860,2,22,28,1,715
178471-2,B1-5-43-2,860,5,22,28,1,715
1318745-5,C1-1-22-1,860,6,22,28,1,715
170209-1,F1-3-18-2,860,1,21,28,1,414
1674590-2,J2-0-14-1,860,1,21,28,1,414
2229097-2,B1-0-27-2,860,2,21,28,1,414
1-2229101-3,C1-4-10-2,860,1,21,28,1,414
1-1473369-4,C1-2-30-1,860,3,22,28,1,537
776001-1,B1-1-33-1,860,2,22,28,1,537
1612121-1,A2-4-31-1,860,3,22,28,1,537
2295435-9,F2-5-43-2,860,7,22,28,1,298
2134869-1,A2-3-55-2,860,3,22,28,0,242
1473797-1,A1-1-38-2,860,2,22,28,1,659
1674646-1,F1-3-6-2,860,1,21,28,1,354
EP22052001,A2-5-14-2,859,1,22,28,1,486
173681-3,J2-4-51-1,859,1,22,28,1,423
DRC26-50S01,H2-0-48-1,859,2,21,28,2,870
W12S-P012,C1-1-11-2,859,2,22,28,1,847
DRC26-40SA,C1-2-23-1,859,2,22,28,0,181
HD36-18-14PE,P1-0-3-1,859,2,18,24,0,89
DT04-12PC-CE07,B1-3-20-2,859,1,18,24,1,221
DT13-12PD-B016,B1-3-16-2,859,1,18,24,1,222
HD16-9-1939S,O2-5-51-2,859,1,18,24,1,222
DT06-12SA-CE05,B2-1-54-1,859,1,18,24,1,222
172106-6,J2-3-5-2,859,1,18,24,0,177
3-917807-2,M2-5-15-2,859,1,18,24,0,133
2822344-1,A2-3-58-1,859,3,19,24,1,268
173630-3,A2-2-13-1,859,1,18,25,1,439
2314983-1,C2-1-36-2,859,1,19,24,1,315
9-965382-2,O2-2-35-1,859,1,19,24,0,136
2363778-1,A2-5-1-2,859,4,19,24,0,136
1-179277-2,C1-4-7-1,859,1,21,27,0,225
3-1718324-1,M2-0-24-2,859,1,21,27,0,225
1-1827876-2,D2-2-51-1,859,1,21,28,1,287
1600914-1,C1-2-44-2,858,3,14,22,0,92
172130-1,J2-3-9-2,858,3,16,23,0,142
2013799-1,F2-1-32-2,858,1,14,22, -   , -   
1761012-3,F1-5-12-2,858,1,14,22, -   , -   
1674000-2,B2-4-17-2,858,7,14,22, -   , -   
2328919-3,A2-4-60-2,858,1,14,22,1,149
1-1318118-8,C2-3-18-1,858,1,14,22,1,363
963293-1,C1-3-47-2,858,1,14,22,1,363
1473562-4,B1-3-55-1,858,1,14,22, -   , -   
2261071-2,A2-4-35-1,858,1,14,22, -   , -   
1-2315883-2,I2-2-57-2,858,6,14,22,1,151
1-1827864-0,B1-1-19-2,858,1,14,22,1,151
1-1971905-2,I2-1-26-2,858,3,18,24,1,307
1-178318-2,E2-5-38-1,858,1,18,24,1,221
5100785-1,N1-2-60-2,857,1,13,24,1,162
170043-4,J2-0-36-1,857,1,19,25,1,243
542467-000,C2-5-47-1,857,2,18,25,1,358
HD10-9-1939PE,H2-2-55-2,857,1,19,25,1,243
DT04-4P-CE02,H2-0-59-1,857,1,18,24,1,210
DT04-12PD-CE07,B2-4-5-1,857,1,18,24,1,210
W2P,C1-0-2-1,857,1,18,24,1,527
DT04-6P-CE03,H2-0-60-1,857,1,18,24,1,527
0460-204-0490,D2-1-60-2,857,1,21,28, -   , -   
1011-310-0205,D2-2-12-1,857,1,21,28,1,399
1027-008-1200,C1-2-27-2,857,1,21,28,1,338
DRC26-40SA-L011,B2-4-51-1,857,1,21,28,0,57
5061850001,P2-5-5-2,857,1,21,28,0,28
043190-E,E2-3-44-1,857,1,21,28,1,644
137963J001,B2-2-55-2,857,2,21,28,1,644
2302791-1,F2-5-52-2,856,1,21,28,1,644
175265-1,K1-0-40-2,856,1,21,28,1,339
316836-1,A2-4-22-1,856,1,21,28,1,453
5-968221-1,B2-1-48-1,856,1,21,28,1,453
1-2410106-1,I2-3-46-2,856,1,21,28,1,566
8-1123320-0,A1-0-56-2,856,5,21,28,1,566
3-1871098-2,A1-5-25-2,856,1,21,28,1,566
171662-7,A1-1-46-2,856,1,21,28,1,566
1670865-1,J1-5-59-1,856,1,18,24,1,346
968075-2,B2-4-4-1,856,1,18,24,1,346
969042-1,B1-1-33-2,856,1,18,24,1,346
1241380-1,B2-4-11-2,856,2,18,24,1,346
1-968851-3,C1-1-48-1,856,1,18,24,1,346
3-720998-2,I1-0-45-2,856,1,18,24,1,346
1939403-2,A2-5-47-2,856,3,18,24,1,346
1-1123320-5,A1-1-45-1,856,2,18,24,1,346
1123320-3,A1-1-38-1,856,2,19,24,1,268
1-1703498-1,B1-5-23-1,856,1,19,24,1,268
1-1903170-1,A1-3-25-1,856,3,18,25,1,439
1903170-2,A1-1-6-1,856,1,18,25,1,439
1939922-1,K2-0-1-2,855,2,18,25,1,439
1939922-1,K2-0-1-2,855,2,19,24,1,315
2-170290-3,L1-1-13-2,855,1,19,24,1,315
2260798-2,A1-0-19-2,855,1,19,24,1,315
2295271-1,A1-0-40-1,855,73,22,28,1,486
2312242-1,A1-0-32-1,855,72,21,28,1,640
9-1123320-9,A1-2-35-2,855,7,21,28,1,640
912156-9,I1-0-33-2,855,2,21,28,1,640
C85068N001,C1-2-21-1,855,1,21,28,1,640
1981071-1,B2-3-46-1,855,1,11,18,4,729
175032-1,K1-0-24-2,855,1,11,18,4,729
6473418-2,B1-3-5-2,855,1,15,23,7,"2,367"
174463-5,J2-5-34-2,855,1,15,23,7,"2,367"
917534-1,O1-5-40-1,855,1,15,23,7,"2,367"
174146-2,C2-0-58-1,855,2,15,23,7,"2,367"
174147-2,C1-1-36-1,855,2,15,23,7,"2,367"
2174100-1,A2-4-5-1,855,2,15,23,7,"2,367"
2013853-1,A2-5-53-1,855,1,15,23,7,"2,367"
1376766-1,A2-5-59-1,855,1,15,23,7,"2,367"
353752-2,A2-5-20-2,855,3,15,23,7,"2,367"
1-1939921-1,I2-1-20-2,855,1,15,23,7,"2,367"
2454711-1,B1-0-1-1,855,1,15,23,7,"2,367"
1939921-6,A2-4-29-2,855,1,15,23,7,"2,367"
1939921-6,A2-4-29-2,855,1,15,23,7,"2,367"
1747418-2,B2-1-17-1,854,2,15,23,7,"2,367"
2174106-1,B1-3-26-1,854,2,15,23,7,"2,367"
1554048-1,B2-5-12-2,854,6,15,23,7,"2,367"
1-175195-2,C1-4-6-1,854,2,15,23,7,"2,367"
1981471-1,B1-4-43-2,854,1,15,23,7,"2,367"
2294355-1,A2-4-52-2,854,5,15,23,7,"2,367"
2315456-1,B1-1-53-1,854,2,15,23,7,"2,367"
2201779-1,A2-5-2-1,854,1,15,23,7,"2,367"
2357650-1,A2-4-36-1,854,2,15,23,7,"2,367"
2201816-1,A2-5-6-2,854,1,15,23,7,"2,367"
2013029-4,B1-0-13-2,854,2,15,23,7,"2,367"
2345160-5,A2-4-7-2,854,3,15,23,7,"2,367"
2345160-4,B1-0-19-1,854,1,15,23,7,"2,367"
2260316-2,B2-1-43-1,854,2,15,23,7,"2,367"
2287753-3,A2-4-56-1,854,3,15,23,7,"2,367"
3-1447223-9,M1-5-25-2,854,1,8,11,2,178
316836-1,A2-4-22-1,854,9,8,11,2,178
3-1447221-3,A2-5-34-1,854,7,8,11,2,178
2295270-1,A2-4-3-2,854,2,8,11,2,178
170325-1,J2-1-6-2,853,1,8,11,2,178
1-2005513-2,A2-3-49-2,853,1,8,11,2,178
2371056-5,L2-5-13-1,853,1,8,11,2,178
900412-2,B1-3-15-2,853,1,8,11,2,178
1-2305217-1,B1-3-30-1,853,3,8,11,2,178
184392-1,B2-5-21-1,853,2,8,11,2,178
1-2822421-2,B2-2-53-1,853,2,8,11,2,178
1318750-2,I2-5-1-2,853,1,8,11,2,178
1-178128-6,C2-0-22-1,853,1,8,11,2,178
1-2305217-1,B1-3-30-1,853,1,8,11,2,178
1-1318114-3,C2-0-13-2,853,1,8,11,2,178
2436771-1,M1-1-51-2,853,2,8,11,2,178
1-1827864-6,B1-5-24-1,853,1,21,26,1,430
174045-2,J2-5-8-2,853,1,21,26,1,430
2260797-1,A2-5-54-1,853,1,21,26,1,430
2371059-1,B1-2-26-2,853,2,21,26,1,430
1717106-1,B2-0-21-2,852,1,21,26,1,430
178289-6,B1-3-56-1,852,1,21,26,1,430
2301724-5,A2-5-36-1,852,4,21,26,1,430
2069323-1,K2-3-21-1,852,2,21,26,1,430
1318756-1,D1-1-50-2,852,2,21,26,1,430
178289-7,B2-0-56-2,852,1,21,26,1,483
2328260-1,A1-0-52-2,852,1,21,26,1,483
2287714-1,A2-4-8-2,852,1,21,26,1,483
1717106-8,C2-0-49-2,852,5,21,26,1,483
2174955-2,B1-0-26-1,852,2,21,26,1,430
2295435-9,F2-5-43-2,852,7,21,26,1,430
1376366-8,B2-3-35-2,852,4,21,26,1,430
1376883-1,A1-2-19-2,852,1,21,26,1,430
1674428-8,J2-0-9-2,852,1,21,26,1,591
2304106-1,A2-4-24-2,852,5,21,26,1,591
2421300-1,M1-1-36-2,852,1,21,26,1,591
2287717-1,A2-4-19-2,852,1,21,26,1,430
3005713-F,M1-4-55-1,852,4,21,26,1,430
175970-2,K1-1-5-2,851,1,21,26,1,430
2822511-1,M1-3-22-2,851,1,21,26,1,430
2333427-1,B2-4-34-2,851,1,21,26,1,430
1473898-4,B1-0-54-1,851,19,21,26,1,430
1903615-1,B1-0-40-2,851,7,21,26,1,430
2331755-2,G1-0-20-2,851,1,21,26,1,430
1-179958-3,B2-5-2-1,851,2,21,26,1,537
CP4928-000,H1-5-44-1,851,1,21,26,1,537
2260795-1,A1-0-11-2,851,3,21,26,1,537
2300689-1,B1-3-51-1,851,1,20,26,1,255
2300689-1,B1-3-51-1,850,1,20,26,1,359
917636-1,C1-3-45-2,850,1,20,26,1,359
1-175217-5,B2-5-1-2,850,2,14,22,0,60
2040104-2,B2-4-28-2,850,2,14,22,1,238
174057-2,D2-4-57-1,850,1,14,22,2,537
1-2236343-5,I2-2-21-1,850,1,14,22,2,537
2312742-1,A2-4-17-2,850,1,14,22,1,358
2-1376389-3,K2-5-11-1,850,4,14,22,1,328
1-967325-1,B1-3-25-1,850,2,14,22,1,298
5787617-1,D1-5-35-1,850,1,18,24, -   , -   
CS9985-000,H1-5-55-1,850,6,18,24, -   , -   
350824-1,M2-3-24-2,850,1,18,24, -   , -   
6116173-1,N2-2-31-1,850,1,18,24, -   , -   
5-5179010-1,N2-0-24-1,850,2,18,24, -   , -   
172170-1,J2-3-24-2,850,5,18,24, -   , -   
2232572-1,L1-4-45-2,850,5,18,24, -   , -   
2-2236896-5,L1-4-2-2,850,2,18,24, -   , -   
2822802-1,B1-1-18-2,850,1,18,24, -   , -   
3-1718643-1,B1-5-6-2,850,5,18,24, -   , -   
WM-2S,D2-1-42-1,850,1,18,24, -   , -   
W12P,C1-3-56-1,850,1,18,24, -   , -   
DT06-6S-CE05,B2-2-20-2,850,2,18,24, -   , -   
DT04-12PC-CE07,B1-3-20-2,849,1,18,24, -   , -   
453801-2,N1-1-48-1,849,1,18,24, -   , -   
234156-6,G1-0-28-2,849,2,18,24, -   , -   
A43983-000,E2-1-6-2,849,1,18,24, -   , -   
1-1981981-0,A1-5-32-2,849,1,18,24, -   , -   
2-178140-5,L1-2-9-2,849,1,18,24, -   , -   
1-1827864-0,B1-1-19-2,849,1,18,24, -   , -   
T3609290101-000,D2-1-40-1,849,1,18,24, -   , -   
144969-1,D1-1-56-2,849,3,18,24, -   , -   
1827570-2,B1-2-32-1,849,1,18,24, -   , -   
1544964-1,F1-2-4-2,849,4,18,24, -   , -   
T2113000101-200,P1-2-1-2,849,1,18,24, -   , -   
1-2177380-1,I2-2-8-1,849,1,18,24, -   , -   
TRA6927M3NB-001,P1-2-45-2,849,1,18,24, -   , -   
2822388-1,G1-2-16-2,849,1,18,24, -   , -   
1-1939924-9,A1-5-32-1,849,1,18,24, -   , -   
1717398-4,J2-2-17-2,849,1,18,24, -   , -   
1903170-5,A2-0-13-2,849,2,18,24, -   , -   
1939922-1,K2-0-1-2,849,1,18,24, -   , -   
2229487-1,A1-0-13-2,849,2,18,24, -   , -   
2287754-1,A1-0-1-2,849,2,18,24, -   , -   
2289504-1,A1-0-36-1,848,1,18,24, -   , -   
2291174-1,B1-5-33-1,848,1,21,28,1,453
2312230-2,A1-4-27-2,848,1,21,28,1,453
